,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,4.946991951756322,4.952968396675383,4.944606818855834,4.959520184446731,4.961185794506337,0.0,3.6533102300365554,3.547736014413412,3.926651601118204,0.0,0.0,0.0,0.0,4.320743210654577,4.424755314155429,0.0,0.0,2.7688458943883054,4.167220344374716,4.66038810756265
1,4.975462195141172,4.956360007335445,4.958485923381451,4.958832519954493,4.969536162004821,4.274884954573532,4.139908308477109,3.372926998675822,3.1448126593916044,0.8751154543364915,3.1493732070078173,3.695070034295644,4.243784872344877,4.239294350469512,4.322918293924807,2.9520592234129808,0.0,0.3504025407033089,0.0,4.68704235842245
2,4.989787122656207,0.0,4.979190021487803,4.96591963054126,4.978270156217331,5.077213599515403,4.527985052110525,2.653599187571976,0.0883697280982767,0.0,3.8621175839835957,4.586739494938117,4.406475487324065,4.250258171998575,3.839742338334624,3.1119744463159185,1.5749966557472448,1.137482743947958,3.182983740465115,4.860488225602122
3,5.00344128577899,4.997574718717949,4.992485217226133,0.0,5.011655902698006,5.068205972171603,0.0,1.0187222587925486,0.0,4.691017027096593,4.974017348406871,4.677114203779908,5.052090775508578,0.0,3.138170628534189,1.1446376451101075,-0.9216509387048983,0.0,4.272323303435564,4.936940377686676
4,5.010628554114037,5.013619513037245,5.010079110440573,5.028024575949608,5.043615117075127,5.0463018635434995,5.171406975258615,5.236829331499683,5.327652772912957,5.466145553727849,5.472645999268215,5.823160552510759,5.360742726042558,6.288566213104646,6.279609391729616,1.3926752010382888,0.0,1.0537142981616348,2.0624460130886524,0.0
5,5.0070305502549655,5.010970119344153,5.004688677505542,5.034776851340179,5.035953492359547,5.045661592692511,5.058485530435691,5.0979838738718595,5.308004358103485,5.438680768927993,5.606935468267731,5.711461948230935,5.84337092046421,7.3484546084892886,8.085981810897486,0.0,3.1971692437392694,4.80072063624788,8.221186339997395,6.977497215162159
6,4.99611329057835,5.0046791103781265,5.007882363133407,5.018734377350406,5.030812338940276,5.031991500935495,5.054202560009367,5.089357785027808,5.131792652383478,4.515642434274229,0.0,0.0,6.211151667909743,6.979430061298325,8.257333302684943,8.766345090430141,8.992890634812458,9.039274574989289,9.102130023630608,9.175106061931572
7,4.997357431544922,5.000287533801544,5.004233651473395,5.011473805130635,5.023053265472479,5.032386812512614,5.048823344175879,5.068348620082833,5.103927637327022,0.0,3.9526617914109097,4.707073340293881,6.832916741176436,7.691885158679456,8.532896651369057,8.971179624507766,9.181463096698845,9.156433850518457,9.15369970826527,9.286873054216038
8,4.9925390057831045,5.001582931762393,5.004661552386921,5.008754481208582,5.017121174749587,5.0241818303352055,5.045249775219142,5.057480063001407,5.043444597998884,5.0211760775395184,4.8453340477513285,4.812859629893106,0.0,2.359621535699672,7.257904566838809,8.515132288277684,9.26545016921806,9.22060695975742,9.241601193351219,9.298362097130651
9,5.003758992789906,5.008290014721536,5.0181895029502765,5.008960358618706,5.0097272189109345,5.0265036936337,5.0368518523751895,5.053291954087535,5.048435406773388,5.037906414139098,4.987931905784425,3.282898326549029,2.275692331485012,0.4671731661090235,0.0,8.260608136222334,9.307672219490378,9.271026008508038,0.0,9.358377664777617
10,4.99795478154347,5.009069640152067,5.008785313651561,5.0147445263249235,0.0,5.0175062122149106,5.011969983483333,5.0641011836853185,5.148571804488241,5.10682706342298,4.989916588950319,4.465880332789007,3.8878047730923138,0.0,1.5753474516015538,6.415834989796349,9.415801111725603,9.381197927003521,9.455152187203065,9.516481177698514
11,4.988346438539998,4.999609855015645,4.988760375750745,4.961615439725436,4.924419752386637,4.898537850607929,0.0,5.097474469903213,5.195264004865279,5.2249441907357745,4.928935425445868,4.913459856701024,4.817087314855411,4.464243988730663,0.11246386597568708,0.0,9.424658670447945,9.433126855684694,9.52815423629248,9.6072442339105
12,4.923812540989147,4.902523096579224,0.0,4.891973050967547,4.811089337755948,4.758340703138087,0.0,5.071261105535287,5.305946683118751,5.348071885364393,4.3994864982122515,0.0,5.843287645116531,7.10065506179954,8.75292308433579,9.278743269061316,9.455771169023148,9.516247255486284,9.606280151318767,9.713362170844269
13,0.0,4.804962015629709,4.788338706301242,4.844289130234496,4.8443421585136175,4.657546104910464,4.637759847690704,5.075982166054745,5.4414390800269,5.402493772912454,4.197128474654401,2.596153866993114,7.131031508006174,7.998256857838877,9.107219207305924,9.211057493113994,9.430435989844682,9.463214014808075,9.677719554759799,9.724977773143745
14,4.361037520044992,4.601549044920812,4.768079605867545,0.0,2.5089450175866235,0.0,2.0715215402306066,5.386431798490685,5.603730395643069,5.601994989145078,0.0,-0.13937605072525294,0.0,8.774800506109615,9.142022140653348,9.297599825517231,9.430916910779871,9.457487708353776,9.67674630693262,9.729155896667784
15,4.099737732364479,0.0,4.6719618591066645,4.958757626289436,3.6064486019557127,0.0,-0.49544206424010595,3.8266857320782086,5.743928898399169,5.682166654409311,5.306586154881771,1.6808783256076159,-0.6800940902816992,8.926620029361299,8.923688464165778,8.450428022656563,9.067597017684497,0.0,9.776374215626891,9.761304974517344
16,3.9985648369650963,4.576376406564924,4.923005377335951,5.194966582688594,5.195329856798079,0.0,0.0,0.0,5.858263976096323,5.82893524998947,5.290114952252987,4.534632959113656,0.0,8.808148007375706,8.77054491198155,0.0,1.3581589595381818,8.126241189728137,9.836334271116113,9.888795995170996
17,0.0,0.5502034960604106,5.182303119531387,5.4820249028215455,5.6610922356279065,5.7510956302256435,5.869601952263832,5.884615533772287,6.0374803072245244,5.90673824963622,5.980536879105208,6.302754046728623,7.529562125045842,8.650085822170684,8.759886910463369,8.375790614018157,0.0,8.965463887207,9.855174202796992,9.93379853208388
18,0.0,2.569882539796936,5.435003472323777,5.570075451010947,5.7119003842270075,5.722801330793965,5.954639309857548,6.024087841576465,6.084494906319108,6.138608662116628,6.093959659462744,0.0,8.362125261455859,8.631754981473158,8.657339813237794,8.51124056837028,8.281430401948347,8.963353434784295,9.931739045496613,9.970823699497167
19,0.0,0.0,5.605845720541529,5.669694241172097,5.684083055738581,5.6910944107469845,0.0,6.0304206749592435,6.073205436411755,0.0,7.222907516674772,8.374996793345463,8.441610918394954,8.587025102170074,0.0,8.585771957318972,8.525519342430918,0.0,9.930577427942975,0.0
